Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Genco Thermal,Genco Hydel,Genco Total,CGS and Purchases,IPPS (GAS),NCEs & Others,AP Share of TGISTS,Grand Total,Reversible Pump Consumption,Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
21-Oct-20,151.579,151.579,0,43.195,21.246,64.441,36.407,8.511,43.908,-1.688,151.579,0,7395,0
22-Oct-20,153.967,153.967,0,38.64,19.852,58.492,36.188,6.897,54.114,-1.724,153.967,0,7442,0
23-Oct-20,155.202,155.202,0,36.849,20.626,57.475,30.444,8.751,60.652,-2.12,155.202,0,7470,0
24-Oct-20,162.13,162.13,0,43.699,21.27,64.969,34.046,8.569,56.525,-1.979,162.13,0,7450,0
25-Oct-20,158.295,158.295,0,44.994,19.33,64.324,31.108,10.293,54.352,-1.782,158.295,0,7171,0
26-Oct-20,165.064,165.064,0,46.922,19.417,66.339,30.374,8.988,61.189,-1.826,165.064,0,7558,0
27-Oct-20,171.226,171.226,0,44.95,22.106,67.056,35.245,11.089,59.529,-1.693,171.226,0,8097,0
28-Oct-20,172.104,172.104,0,46.199,23.18,69.379,32.932,11.498,60.128,-1.833,172.104,0,8003,0
29-Oct-20,170.757,170.757,0,46.044,22.167,68.211,33.905,8.723,61.618,-1.7,170.757,0,8128,0
30-Oct-20,174.926,174.926,0,47.011,23.492,70.503,36.391,11.733,58.012,-1.713,174.926,0,8315,0
31-Oct-20,178.885,178.885,0,46.176,22.79,68.966,36.526,9.11,66.06,-1.777,178.885,0,8820,0
01-Nov-20,177.378,177.378,0,48.49,20.972,69.462,36.443,8.973,64.119,-1.619,177.378,0,8660,0
02-Nov-20,185.361,185.361,0,49.249,23.196,72.445,38.314,11.685,64.529,-1.612,185.361,0,9338,0
03-Nov-20,190.813,190.813,0,49.462,23.935,73.397,38.508,9.14,71.511,-1.743,190.813,0,9490,0
04-Nov-20,183.685,183.685,0,45.333,18.74,64.073,33.393,9.051,78.728,-1.56,183.685,0,9022,0
05-Nov-20,182.712,182.712,0,46.203,11.522,57.725,35.815,9.27,81.706,-1.804,182.712,0,8951,0
06-Nov-20,178.948,178.948,0,52.351,10.527,62.878,36.196,9.342,72.239,-1.707,178.948,0,8368,0
07-Nov-20,174.103,174.103,0,46.679,7.267,53.946,33.85,9.165,78.482,-1.34,174.103,0,8107,0
08-Nov-20,168.92,168.92,0,45.08,7.432,52.512,37.633,8.751,71.299,-1.275,168.92,0,7908,0
09-Nov-20,170.36,170.36,0,47.931,9.555,57.486,37.181,8.88,68.118,-1.305,170.36,0,8256,0
10-Nov-20,170.888,170.888,0,46.551,9.677,56.228,38.107,11.065,67.247,-1.759,170.888,0,8350,0
11-Nov-20,173.101,173.101,0,50.889,12.932,63.821,43.16,11.283,56.708,-1.871,173.101,0,8618,0
12-Nov-20,163.506,163.506,0,47.333,8.569,55.902,36.634,9.309,63.651,-1.99,163.506,0,7833,0
13-Nov-20,157.344,157.344,0,38.475,10.615,49.09,37.369,9.304,63.259,-1.678,157.344,0,7560,0
14-Nov-20,157.322,157.322,0,39.288,8.702,47.99,35.615,9.262,65.683,-1.228,157.322,0,7465,0
15-Nov-20,151.888,151.888,0,46.113,10.71,56.823,39.019,9.236,48.454,-1.644,151.888,0,7343,0
16-Nov-20,153.392,153.392,0,43.371,8.411,51.782,38.234,9.146,55.861,-1.631,153.392,0,7314,0
17-Nov-20,157.749,157.749,0,41.78,10.401,52.181,43.114,8.617,55.475,-1.638,157.749,0,7414,0
18-Nov-20,162.735,162.735,0,39.539,8.965,48.504,41.451,11.09,63.266,-1.576,162.735,0,7516,0
19-Nov-20,167.407,167.407,0,38.106,8.532,46.638,39.538,11.093,71.734,-1.596,167.407,0,7772,0
20-Nov-20,171.265,171.265,0,41.11,9.061,50.171,45.097,7.247,70.298,-1.548,171.265,0,7940,0
21-Nov-20,169.905,169.905,0,36.715,9.72,46.435,42.211,7.822,75.091,-1.654,169.905,0,7933,0
22-Nov-20,167.701,167.701,0,42.86,9.17,52.03,38.542,8.162,70.384,-1.417,167.701,0,8192,0
23-Nov-20,170.329,170.329,0,42.78,10.225,53.005,41.619,8.038,69.418,-1.751,170.329,0,8159,0
24-Nov-20,166.756,166.756,0,42.091,9.391,51.482,42.711,8.232,66.1,-1.769,166.756,0,8008,0
25-Nov-20,155.047,155.047,0,40.279,9.154,49.433,39.031,8.496,59.605,-1.518,155.047,0,7522,0
26-Nov-20,122.289,122.289,0,37.118,6.986,44.104,26.354,9.576,43.718,-1.463,122.289,0,5826,0
27-Nov-20,116.425,116.425,0,36.996,8.641,45.637,30.5,9.598,32.135,-1.445,116.425,0,6286,0
28-Nov-20,127.705,127.705,0,38.812,9.297,48.109,36.529,8.615,35.969,-1.517,127.705,0,6817,0
29-Nov-20,130.764,130.764,0,38.64,8.139,46.779,36.779,8.582,40.027,-1.403,130.764,0,6607,0
30-Nov-20,135.534,135.534,0,38.821,6.831,45.652,31.67,8.51,51.258,-1.556,135.534,0,6914,0
01-Dec-20,139.57,139.57,0,36.689,6.833,43.522,32.318,9.218,56.173,-1.661,139.57,0,7090,0
02-Dec-20,147.129,147.129,0,36.831,8.585,45.416,34.948,8.811,59.625,-1.671,147.129,0,7123,0
03-Dec-20,144.783,144.783,0,39.809,7.417,47.226,33.16,8.549,57.509,-1.661,144.783,0,7124,0
04-Dec-20,146.805,146.805,0,35.035,7.481,42.516,31.865,9.477,64.558,-1.611,146.805,0,7218,0
05-Dec-20,148.488,148.488,0,34.347,7.226,41.573,32.134,9.874,66.357,-1.45,148.488,0,7115,0
06-Dec-20,145.897,145.897,0,24.153,7.239,31.392,28.149,8.692,78.807,-1.143,145.897,0,6819,0
07-Dec-20,147.578,147.578,0,32.747,7.182,39.929,29.496,8.633,70.669,-1.149,147.578,0,7111,0
08-Dec-20,147.842,147.842,0,41.958,6.723,48.681,28.56,8.091,63.695,-1.185,147.842,0,7245,0
09-Dec-20,148.17,148.17,0,39.068,6.167,45.235,30.902,8.204,65.019,-1.19,148.17,0,7247,0
10-Dec-20,149.401,149.401,0,39.32,7.615,46.935,27.554,8.403,67.705,-1.196,149.401,0,7270,0
11-Dec-20,152.503,152.503,0,42.301,7.059,49.36,30.625,8.059,65.795,-1.336,152.503,0,7442,0
12-Dec-20,151.495,151.495,0,41.537,7.759,49.296,29.959,9.878,63.74,-1.378,151.495,0,7485,0
13-Dec-20,152.488,152.488,0,43.594,7.953,51.547,30.919,8,63.332,-1.31,152.488,0,7544,0
14-Dec-20,156.129,156.129,0,42.101,7.979,50.08,29.016,7.864,70.502,-1.333,156.129,0,7781,0
15-Dec-20,157.636,157.636,0,43.26,8.361,51.621,29.183,7.839,70.348,-1.355,157.636,0,7916,0
16-Dec-20,159.731,159.731,0,42.427,9.062,51.489,32.626,7.883,69.074,-1.341,159.731,0,8001,0
17-Dec-20,159.505,159.505,0,44.839,7.966,52.805,32.671,7.986,67.395,-1.352,159.505,0,7848,0
18-Dec-20,163.197,163.197,0,40.124,7.23,47.354,25.352,7.987,83.875,-1.371,163.197,0,8206,0
19-Dec-20,162.111,162.111,0,42.315,7.074,49.389,26.401,7.957,79.919,-1.555,162.111,0,8176,0
20-Dec-20,154.765,154.765,0,37.876,7.277,45.153,24.195,9.719,77.34,-1.642,154.765,0,7883,0
21-Dec-20,158.524,158.524,0,39.085,7.903,46.988,24.891,9.902,78.404,-1.661,158.524,0,8166,0
22-Dec-20,161.476,161.476,0,38.188,6.847,45.035,27.118,7.31,83.575,-1.562,161.476,0,8380,0
23-Dec-20,163.689,163.689,0,42.539,9.504,52.043,28.306,7.089,77.9,-1.649,163.689,0,8610,0
24-Dec-20,164.706,164.706,0,41.119,7.401,48.52,29.054,7.47,81.106,-1.444,164.706,0,8706,0
25-Dec-20,164.072,164.072,0,38.121,7.584,45.705,28.744,7.958,83.016,-1.351,164.072,0,8701,0
26-Dec-20,163.972,163.972,0,42.978,9.179,52.157,29.752,7.852,75.757,-1.546,163.972,0,8638,0
27-Dec-20,162.212,162.212,0,43.165,7.415,50.58,29.872,7.759,75.287,-1.286,162.212,0,8668,0
28-Dec-20,166.979,166.979,0,45.742,7.861,53.603,30.503,9.051,75.175,-1.353,166.979,0,8459,0
29-Dec-20,166.463,166.463,0,50.361,7.26,57.621,29.341,9.271,71.729,-1.499,166.463,0,8714,0
30-Dec-20,165.789,165.789,0,42.019,8.117,50.136,28.779,7.402,80.977,-1.505,165.789,0,8885,0
31-Dec-20,162.614,162.614,0,45.333,8.888,54.221,32.391,7.458,70.123,-1.579,162.614,0,8934,0
01-Jan-21,157.856,157.856,0,42.25,6.801,49.051,29.399,7.812,73.068,-1.474,157.856,0,8804,0
02-Jan-21,163.034,163.034,0,50.058,8.87,58.928,33.627,7.343,64.611,-1.475,163.034,0,8648,0
03-Jan-21,157.587,157.587,0,52.199,7.265,59.464,28.214,8.238,63.075,-1.404,157.587,0,8505,0
04-Jan-21,163.545,163.545,0,54.35,7.62,61.97,26.492,7.771,68.989,-1.677,163.545,0,8774,0
05-Jan-21,166.158,166.158,0,60.9,8.725,69.625,29.608,9.789,58.875,-1.739,166.158,0,8646,0
06-Jan-21,164.308,164.308,0,62.401,7.258,69.659,28.125,9.889,58.392,-1.757,164.308,0,8383,0
07-Jan-21,156.495,156.495,0,67.186,8.663,75.849,25.331,7.482,49.531,-1.698,156.495,0,7745,0
08-Jan-21,162.578,162.578,0,69.515,6.803,76.318,30.637,9.293,47.95,-1.62,162.578,0,7881,0
09-Jan-21,159.575,159.575,0,60.429,8.248,68.677,32.331,7.922,52.276,-1.631,159.575,0,7996,0
10-Jan-21,162.897,162.897,0,56.668,7.226,63.894,30.986,7.518,62.042,-1.543,162.897,0,8296,0
11-Jan-21,169.102,169.102,0,69.818,6.578,76.396,36.245,7.232,50.96,-1.731,169.102,0,8428,0
12-Jan-21,170.621,170.621,0,74.83,7.334,82.164,36.576,6.709,46.888,-1.716,170.621,0,8578,0
13-Jan-21,166.338,166.338,0,71.548,7.435,78.983,35.815,9.411,43.893,-1.764,166.338,0,8762,0
14-Jan-21,157.53,157.53,0,66.005,6.519,72.524,31.896,8.999,45.652,-1.541,157.53,0,8837,0
15-Jan-21,157.945,157.945,0,65.82,7.277,73.097,31.431,7.528,47.687,-1.798,157.945,0,8150,0
16-Jan-21,163.519,163.519,0,68.986,6.955,75.941,36.368,8.098,44.629,-1.517,163.519,0,8320,0
17-Jan-21,167.971,167.971,0,62.31,7.676,69.986,36.941,8.002,54.563,-1.521,167.971,0,8924,0
18-Jan-21,173.444,173.444,0,63.235,9.49,72.725,42.164,7.866,52.347,-1.658,173.444,0,8690,0
19-Jan-21,179.581,179.581,0,62.885,2,64.885,41.327,7.736,67.122,-1.489,179.581,0,8927,0
20-Jan-21,181.201,181.201,0,72.404,7.47,79.874,38.707,7.533,56.578,-1.491,181.201,0,9118,0
21-Jan-21,185.549,185.549,0,74.973,6.899,81.872,39.009,9.46,56.876,-1.668,185.549,0,9370,0
22-Jan-21,184.781,184.781,0,71.219,7.822,79.041,38.546,9.114,59.825,-1.745,184.781,0,9432,0
23-Jan-21,183.929,183.929,0,73.045,6.867,79.912,38.079,5.216,62.493,-1.771,183.929,0,9698,0
24-Jan-21,182.232,182.232,0,72.967,7.591,80.558,39.064,5.303,59.04,-1.733,182.232,0,9766,0
25-Jan-21,183.754,183.754,0,70.263,5.667,75.93,37.82,5.316,66.365,-1.677,183.754,0,9700,0
26-Jan-21,183.19,183.19,0,66.447,6.587,73.034,36.172,6.595,68.886,-1.497,183.19,0,9714,0
27-Jan-21,187.125,187.125,0,71.162,8.288,79.45,36.731,7.868,64.857,-1.781,187.125,0,9977,0
28-Jan-21,185.153,185.153,0,63.704,7.262,70.966,36.701,7.431,71.836,-1.781,185.153,0,9930,0
29-Jan-21,185.861,185.861,0,60.29,8.511,68.801,39.532,9.457,69.952,-1.881,185.861,0,9424,0
30-Jan-21,188.043,188.043,0,58.628,8.137,66.765,40.398,7.767,74.889,-1.776,188.043,0,9442,0
31-Jan-21,181.991,181.991,0,50.962,7.298,58.26,35.711,7.51,82.122,-1.612,181.991,0,9841,0
01-Feb-21,184.067,184.067,0,51.683,7.43,59.113,36.87,7.54,82.289,-1.745,184.067,0,9638,0
02-Feb-21,183.701,183.701,0,56.084,6.359,62.443,37.778,7.18,78.03,-1.73,183.701,0,9530,0
03-Feb-21,183.476,183.476,0,58.354,7.76,66.114,38.027,7.558,73.579,-1.802,183.476,0,9380,0
04-Feb-21,185.265,185.265,0,57.931,7.742,65.673,40.038,7.831,73.528,-1.805,185.265,0,10054,0
05-Feb-21,187.494,187.494,0,63.515,10.376,73.891,41.568,7.222,66.55,-1.737,187.494,0,9831,0
06-Feb-21,187.101,187.101,0,61.578,7.249,68.827,35.409,7.352,77.267,-1.754,187.101,0,9416,0
07-Feb-21,181.82,181.82,0,72.217,8.099,80.316,34.268,9.446,59.403,-1.613,181.82,0,9363,0
08-Feb-21,187.493,187.493,0,78.738,8.394,87.132,33.894,7.48,60.73,-1.743,187.493,0,9891,0
09-Feb-21,187.722,187.722,0,82.038,8.164,90.202,32.039,7.535,59.668,-1.722,187.722,0,10039,0
10-Feb-21,190.476,190.476,0,78.107,8.212,86.319,35.708,7.561,62.716,-1.828,190.476,0,10276,0
11-Feb-21,188.877,188.877,0,75.986,7.595,83.581,38.424,7.332,61.4,-1.86,188.877,0,10325,0
12-Feb-21,191.096,191.096,0,80.879,7.467,88.346,38.007,7.393,59.202,-1.852,191.096,0,10090,0
13-Feb-21,187.304,187.304,0,81.623,8.466,90.089,36.701,7.792,54.371,-1.649,187.304,0,9486,0
14-Feb-21,186.718,186.718,0,81.66,8.324,89.984,36.875,10.714,50.644,-1.499,186.718,0,9432,0
15-Feb-21,192.494,192.494,0,86.152,9.948,96.1,36.448,10.462,51.186,-1.702,192.494,0,9908,0
16-Feb-21,194.505,194.505,0,84.563,9.105,93.668,35.457,8.942,58.252,-1.814,194.505,0,10364,0
17-Feb-21,193.438,193.438,0,82.608,8.671,91.279,34.782,7.955,61.138,-1.716,193.438,0,10272,0
18-Feb-21,193.707,193.707,0,75.919,9.037,84.956,34.206,8.022,68.207,-1.684,193.707,0,9930,0
19-Feb-21,191.388,191.388,0,73.047,12.573,85.62,42.44,7.956,56.971,-1.599,191.388,0,9958,0
20-Feb-21,176.973,176.973,0,66.359,9.28,75.639,33.801,8.01,61.172,-1.649,176.973,0,9156,0
21-Feb-21,166.015,166.015,0,74.353,9.1,83.453,29.764,8.12,46.237,-1.559,166.015,0,8309,0
22-Feb-21,175.986,175.986,0,82.811,9.362,92.173,34.938,10.238,40.302,-1.665,175.986,0,8779,0
23-Feb-21,185.855,185.855,0,83.475,11.788,95.263,40.126,10.169,42.157,-1.86,185.855,0,9173,0
24-Feb-21,191.864,191.864,0,80.346,13.627,93.973,43.016,9.89,46.867,-1.882,191.864,0,9489,0
25-Feb-21,196.695,196.695,0,80.305,15.493,95.798,43.868,8.033,50.94,-1.944,196.695,0,9745,0
26-Feb-21,201.872,201.872,0,92.25,14.359,106.609,40.594,7.255,48.919,-1.505,201.872,0,9868,0
27-Feb-21,206.092,206.092,0,93.405,10.509,103.914,41.575,7.243,55.456,-2.096,206.092,0,9934,0
28-Feb-21,202.647,202.647,0,85.167,8.869,94.036,39.914,7.63,62.615,-1.548,202.647,0,9987,0
01-Mar-21,205.061,205.061,0,89.693,10.733,100.426,41.173,8.392,57.136,-2.066,205.061,0,9917,0
02-Mar-21,207.874,207.874,0,89.237,10.776,100.013,40.969,10.97,57.924,-2.002,207.874,0,10284,0
03-Mar-21,204.618,204.618,0,81.503,8.899,90.402,39.2,11.171,66.09,-2.245,204.618,0,10056,0
04-Mar-21,204.637,204.637,0,82.008,9.81,91.818,39.882,8.649,66.55,-2.262,204.637,0,10204,0
05-Mar-21,210.303,210.303,0,90.545,10.042,100.587,41.68,8.945,61.462,-2.371,210.303,0,10131,0
06-Mar-21,209.74,209.74,0,89.877,10.507,100.384,39.747,7.979,63.794,-2.164,209.74,0,10141,0
07-Mar-21,208.365,208.365,0,85.305,9.096,94.401,39.77,8.517,67.716,-2.039,208.365,0,10183,0
08-Mar-21,210.243,210.243,0,84.009,11.937,95.946,39.206,8.296,69.077,-2.282,210.243,0,10206,0
09-Mar-21,212.968,212.968,0,81.604,13.517,95.121,41.533,7.861,70.699,-2.246,212.968,0,10412,0
10-Mar-21,212.174,212.174,0,79.168,10.679,89.847,39.587,9.874,75.207,-2.341,212.174,0,10425,0
11-Mar-21,211.353,211.353,0,74.213,10.648,84.861,41.688,9.99,76.94,-2.126,211.353,0,10724,0
12-Mar-21,206.803,206.803,0,66.936,8.204,75.14,39.78,7.97,86.17,-2.257,206.803,0,10236,0
13-Mar-21,205.298,205.298,0,71.463,12.722,84.185,41.373,7.891,74.021,-2.172,205.298,0,10007,0
14-Mar-21,209.271,209.271,0,74.817,10.631,85.448,41.858,7.908,75.749,-1.692,209.271,0,10287,0
15-Mar-21,213.016,213.016,0,77.74,11.116,88.856,43.431,7.886,74.94,-2.097,213.016,0,10421,0
16-Mar-21,217.741,217.741,0,77.436,18.679,96.115,43.7,7.791,72.209,-2.074,217.741,0,10421,0
17-Mar-21,216.073,216.073,0,89.109,14.113,103.222,38.631,7.721,68.969,-2.47,216.073,0,10354,0
18-Mar-21,214.938,214.938,0,87.47,13.31,100.78,39.763,8.026,69.167,-2.798,214.938,0,10459,0
19-Mar-21,210.983,210.983,0,78.519,13.774,92.293,41.809,7.534,71.865,-2.518,210.983,0,10224,0
20-Mar-21,210.658,210.658,0,72.183,10.99,83.173,39.366,8.092,82.924,-2.897,210.658,0,10088,0
21-Mar-21,209.745,209.745,0,73.081,9.504,82.585,39.576,7.904,81.407,-1.727,209.745,0,10211,0
22-Mar-21,216.062,216.062,0,72.407,13.989,86.396,39.381,7.757,84.523,-1.995,216.062,0,10453,0
23-Mar-21,217.174,217.174,0,72.591,12.449,85.04,41.091,8.084,85.009,-2.05,217.174,0,10280,0
24-Mar-21,216.841,216.841,0,77.337,12.461,89.798,37.731,7.934,83.564,-2.186,216.841,0,10495,0
25-Mar-21,218.398,218.398,0,84.791,12.578,97.369,37.241,7.906,78.24,-2.358,218.398,0,10426,0
26-Mar-21,219.334,219.334,0,83.151,15.85,99.001,36.989,9.924,75.81,-2.39,219.334,0,10321,0
27-Mar-21,220.613,220.613,0,77.931,11.272,89.203,39.076,9.981,84.919,-2.566,220.613,0,9768,0
28-Mar-21,218.63,218.63,0,72.532,11.156,83.688,38.908,8.073,89.715,-1.754,218.63,0,10550,0
29-Mar-21,220.015,220.015,0,61.637,9.136,70.773,37.718,8.046,105.236,-1.758,220.015,0,10243,0
30-Mar-21,221.152,221.152,0,56.824,9.598,66.422,34.734,7.894,114.246,-2.144,221.152,0,10127,0
31-Mar-21,225.504,225.504,0,60.253,8.116,68.369,39.828,8.316,110.976,-1.985,225.504,0,10357,0
01-Apr-21,226.218,226.218,0,59.123,8.958,68.081,41.33,9.385,108.52,-1.098,226.218,0,10151,0
02-Apr-21,233.988,233.988,0,57.325,11.56,68.885,41.089,7.925,118.091,-2.002,233.988,0,10696,0
03-Apr-21,231.412,231.412,0,59.635,10.797,70.432,37.707,9.542,115.747,-2.016,231.412,0,10521,0
04-Apr-21,221.249,221.249,0,66.839,8.183,75.022,35.598,9.432,103.066,-1.869,221.249,0,10035,0
05-Apr-21,225.779,225.779,0,72.517,10.276,82.793,38.526,7.88,98.485,-1.905,225.779,0,10454,0
06-Apr-21,219.282,219.282,0,69.823,7.949,77.772,35.569,7.927,99.825,-1.811,219.282,0,9894,0
07-Apr-21,221.445,221.445,0,74.362,11.37,85.732,37.958,7.909,91.86,-2.014,221.445,0,10038,0
08-Apr-21,218.302,218.302,0,76.048,7.694,83.742,37.593,7.734,91.598,-2.365,218.302,0,10013,0
09-Apr-21,217.787,217.787,0,69.026,7.867,76.893,36.909,7.692,98.581,-2.288,217.787,0,9950,0
10-Apr-21,213.011,213.011,0,70.865,7.213,78.078,37.439,7.776,91.608,-1.89,213.011,0,9451,0
11-Apr-21,213.943,213.943,0,65.444,7.13,72.574,37.639,9.053,96.477,-1.8,213.943,0,9984,0
12-Apr-21,216.227,216.227,0,69.142,6.869,76.011,38.068,8.939,95.067,-1.858,216.227,0,10096,0
13-Apr-21,210.795,210.795,0,68.097,6.981,75.078,38.663,7.783,91.33,-2.059,210.795,0,9728,0
14-Apr-21,205.022,205.022,0,63.991,6.153,70.144,36.258,7.878,92.541,-1.799,205.022,0,9598,0
15-Apr-21,177.434,177.434,0,53.302,4.739,58.041,33.87,7.919,79.478,-1.874,177.434,0,8070,0
16-Apr-21,196.256,196.256,0,65.222,6.117,71.339,36.638,7.863,82.239,-1.823,196.256,0,8311,0
17-Apr-21,202.729,202.729,0,68.886,8.187,77.073,33.272,7.9,86.413,-1.929,202.729,0,8611,0
18-Apr-21,205.951,205.951,0,69.218,6.615,75.833,34.433,7.77,89.791,-1.876,205.951,0,9281,0
19-Apr-21,209.751,209.751,0,64.048,7.705,71.753,33.801,8.795,97.431,-2.029,209.751,0,9271,0
20-Apr-21,207.714,207.714,0,63.735,5.988,69.723,35.403,8.311,96.395,-2.118,207.714,0,9351,0
21-Apr-21,208.239,208.239,0,66.62,7.139,73.759,34.543,7.621,94.405,-2.089,208.239,0,9505,0
22-Apr-21,204.91,204.91,0,60.679,6.901,67.58,35.621,7.475,96.178,-1.944,204.91,0,9324,0
23-Apr-21,192.944,192.944,0,65.993,5.826,71.819,32.76,7.693,82.477,-1.805,192.944,0,8982,0
24-Apr-21,193.44,193.44,0,64.988,6.854,71.842,33.385,7.714,82.136,-1.637,193.44,0,8561,0
25-Apr-21,195.736,195.736,0,65.494,6.73,72.224,33.046,7.594,84.466,-1.594,195.736,0,8734,0
26-Apr-21,204.24,204.24,0,65.349,6.382,71.731,35.375,7.588,91.135,-1.589,204.24,0,8835,0
27-Apr-21,204.83,204.83,0,64.049,5.54,69.589,34.554,8.83,93.602,-1.745,204.83,0,8691,0
28-Apr-21,206.093,206.093,0,62.924,5.032,67.956,33.482,8.757,97.499,-1.601,206.093,0,8842,0
29-Apr-21,205.909,205.909,0,63.72,6.085,69.805,32.008,7.463,98.256,-1.623,205.909,0,8415,0
30-Apr-21,202.832,202.832,0,63.359,6.556,69.915,31.783,7.472,95.398,-1.736,202.832,0,8857,0
01-May-21,195.006,195.006,0,56.892,4.958,61.85,32.057,7.498,95.293,-1.692,195.006,0,8380,0
02-May-21,196.597,196.597,0,54.839,6.586,61.425,33.647,7.461,96.057,-1.993,196.597,0,9746,0
03-May-21,201.195,201.195,0,53.151,7.31,60.461,34.162,7.562,100.813,-1.803,201.195,0,8728,0
04-May-21,202.855,202.855,0,51.491,5.853,57.344,33.938,7.612,105.79,-1.829,202.855,0,8703,0
05-May-21,200.58,200.58,0,47.606,5.214,52.82,33.253,8.295,108.033,-1.821,200.58,0,8412,0
06-May-21,200.282,200.282,0,46.419,6.881,53.3,31.85,8.829,108.046,-1.743,200.282,0,8658,0
07-May-21,202.051,202.051,0,44.496,6.69,51.186,33.318,8.422,110.874,-1.749,202.051,0,8781,0
08-May-21,201.488,201.488,0,42.306,5.705,48.011,33.103,8.857,113.287,-1.77,201.488,0,8780,0
09-May-21,201.238,201.238,0,43.85,7.189,51.039,33.927,8.8,109.178,-1.706,201.238,0,8753,0
10-May-21,207.206,207.206,0,43.862,3.157,47.019,35.006,8.48,118.381,-1.68,207.206,0,8978,0
11-May-21,195.417,195.417,0,39.513,1.474,40.987,30.41,6.137,118.998,-1.115,195.417,0,8525,0
12-May-21,178.838,178.838,0,39.571,1.256,40.827,19.739,6.989,112.596,-1.313,178.838,0,8580,0
13-May-21,188.203,188.203,0,42.908,1.438,44.346,30.985,6.925,107.218,-1.271,188.203,0,8501,0
14-May-21,187.737,187.737,0,41.339,1.322,42.661,24.709,6.818,114.801,-1.252,187.737,0,8138,0
15-May-21,186.801,186.801,0,41.998,1.57,43.568,24.684,6.259,113.491,-1.201,186.801,0,8473,0
16-May-21,182.712,182.712,0,41.451,1.335,42.786,25.367,7.009,108.7,-1.15,182.712,0,8232,0
17-May-21,189.108,189.108,0,44.553,1.52,46.073,34.771,8.06,101.737,-1.533,189.108,0,8580,0
18-May-21,193.168,193.168,0,53.358,1.421,54.779,31.728,7.959,100.368,-1.666,193.168,0,8696,0
19-May-21,196.338,196.338,0,53.257,1.56,54.817,28.032,7.992,107.193,-1.696,196.338,0,8535,0
20-May-21,184.817,184.817,0,49.469,1.415,50.884,29.295,8.018,98.243,-1.623,184.817,0,8230,0
21-May-21,170.552,170.552,0,49.051,1.236,50.287,27.398,8.412,86.134,-1.679,170.552,0,7132,0
22-May-21,160.326,160.326,0,49.586,1.49,51.076,26.059,8.364,76.316,-1.489,160.326,0,7318,0
23-May-21,161.008,161.008,0,48.642,1.842,50.484,27.09,7.909,77.317,-1.792,161.008,0,7593,0
24-May-21,168.072,168.072,0,49.746,1.271,51.017,30.592,7.942,80.108,-1.587,168.072,0,7838,0
25-May-21,172.456,172.456,0,49.944,2.117,52.061,30.33,7.873,83.864,-1.672,172.456,0,7824,0
26-May-21,173.118,173.118,0,49.243,1.38,50.623,24.172,7.917,91.946,-1.54,173.118,0,8358,0
27-May-21,181.87,181.87,0,50.483,1.488,51.971,27.124,7.803,96.584,-1.612,181.87,0,8476,0
28-May-21,196.359,196.359,0,47.982,1.484,49.466,31.077,7.972,109.5,-1.656,196.359,0,8813,0
29-May-21,203.429,203.429,0,46.122,0.99,47.112,35.383,7.286,115.29,-1.642,203.429,0,8987,0
30-May-21,201.494,201.494,0,40.627,0.883,41.51,31.744,6.452,123.498,-1.71,201.494,0,8884,0
31-May-21,204.241,204.241,0,44.173,1.17,45.343,32.741,6.449,121.429,-1.721,204.241,0,8860,0
01-Jun-21,199.615,199.615,0,44.011,0.956,44.967,31.273,7.247,117.953,-1.825,199.615,0,8923,0
02-Jun-21,194.267,194.267,0,41.349,1.027,42.376,31.328,8.274,114.009,-1.72,194.267,0,8270,0
03-Jun-21,172.229,172.229,1.578,43.181,1.033,44.214,38.612,8.086,83.266,-1.949,172.229,0,7919,0
04-Jun-21,174.788,174.788,0,43.494,0.981,44.475,34.773,6.895,90.767,-2.122,174.788,0,8220,0
05-Jun-21,175.528,175.528,0,44.185,0.937,45.122,33.19,8.006,91.226,-2.016,175.528,0,8043,0
06-Jun-21,173.891,173.891,0,49.727,0.716,50.443,34.329,7.712,83.261,-1.854,173.891,0,8214,0
07-Jun-21,181.209,181.209,0,52.622,0.938,53.56,29.978,8.008,91.689,-2.026,181.209,0,8457,0
08-Jun-21,186.715,186.715,0,51.701,0.966,52.667,28.055,7.913,100.127,-2.047,186.715,0,8600,0
09-Jun-21,187.408,187.408,0,49.682,1.202,50.884,24.331,8.619,105.625,-2.051,187.408,0,8396,0
10-Jun-21,182.663,182.663,0,49.727,1.425,51.152,23.884,7.317,102.492,-2.182,182.663,0,7760,0
11-Jun-21,173.052,173.052,0,47.908,1.723,49.631,21.634,8.022,95.756,-1.991,173.052,0,7778,0
12-Jun-21,170.794,170.794,0,41.876,1.557,43.433,24.211,7.781,97.247,-1.878,170.794,0,7678,0
13-Jun-21,170.446,170.446,0,38.516,2.2,40.716,25.184,7.846,98.606,-1.906,170.446,0,7569,0
14-Jun-21,175.092,175.092,0,41.271,5.363,46.634,25.75,7.76,96.841,-1.893,175.092,0,7864,0
15-Jun-21,179.768,179.768,0,41.491,5.051,46.542,27.431,7.196,100.494,-1.895,179.768,0,8227,0
16-Jun-21,185.825,185.825,0,43.079,6.286,49.365,31.069,7.83,99.508,-1.947,185.825,0,8266,0
17-Jun-21,182.413,182.413,0,41.712,4.271,45.983,27.932,7.931,102.456,-1.889,182.413,0,8121,0
