date,inflation
2019-10-24,0.046
2019-10-25,0.046
2019-10-26,0.046
2019-10-27,0.046
2019-10-28,0.046
2019-10-29,0.046
2019-10-30,0.046
2019-10-31,0.046
2019-11-01,0.055
2019-11-02,0.055
2019-11-03,0.055
2019-11-04,0.055
2019-11-05,0.055
2019-11-06,0.055
2019-11-07,0.055
2019-11-08,0.055
2019-11-09,0.055
2019-11-10,0.055
2019-11-11,0.055
2019-11-12,0.055
2019-11-13,0.055
2019-11-14,0.055
2019-11-15,0.055
2019-11-16,0.055
2019-11-17,0.055
2019-11-18,0.055
2019-11-19,0.055
2019-11-20,0.055
2019-11-21,0.055
2019-11-22,0.055
2019-11-23,0.055
2019-11-24,0.055
2019-11-25,0.055
2019-11-26,0.055
2019-11-27,0.055
2019-11-28,0.055
2019-11-29,0.055
2019-11-30,0.055
2019-12-01,0.074
2019-12-02,0.074
2019-12-03,0.074
2019-12-04,0.074
2019-12-05,0.074
2019-12-06,0.074
2019-12-07,0.074
2019-12-08,0.074
2019-12-09,0.074
2019-12-10,0.074
2019-12-11,0.074
2019-12-12,0.074
2019-12-13,0.074
2019-12-14,0.074
2019-12-15,0.074
2019-12-16,0.074
2019-12-17,0.074
2019-12-18,0.074
2019-12-19,0.074
2019-12-20,0.074
2019-12-21,0.074
2019-12-22,0.074
2019-12-23,0.074
2019-12-24,0.074
2019-12-25,0.074
2019-12-26,0.074
2019-12-27,0.074
2019-12-28,0.074
2019-12-29,0.074
2019-12-30,0.074
2019-12-31,0.074
2020-01-01,0.076
2020-01-02,0.076
2020-01-03,0.076
2020-01-04,0.076
2020-01-05,0.076
2020-01-06,0.076
2020-01-07,0.076
2020-01-08,0.076
2020-01-09,0.076
2020-01-10,0.076
2020-01-11,0.076
2020-01-12,0.076
2020-01-13,0.076
2020-01-14,0.076
2020-01-15,0.076
2020-01-16,0.076
2020-01-17,0.076
2020-01-18,0.076
2020-01-19,0.076
2020-01-20,0.076
2020-01-21,0.076
2020-01-22,0.076
2020-01-23,0.076
2020-01-24,0.076
2020-01-25,0.076
2020-01-26,0.076
2020-01-27,0.076
2020-01-28,0.076
2020-01-29,0.076
2020-01-30,0.076
2020-01-31,0.076
2020-02-01,0.066
2020-02-02,0.066
2020-02-03,0.066
2020-02-04,0.066
2020-02-05,0.066
2020-02-06,0.066
2020-02-07,0.066
2020-02-08,0.066
2020-02-09,0.066
2020-02-10,0.066
2020-02-11,0.066
2020-02-12,0.066
2020-02-13,0.066
2020-02-14,0.066
2020-02-15,0.066
2020-02-16,0.066
2020-02-17,0.066
2020-02-18,0.066
2020-02-19,0.066
2020-02-20,0.066
2020-02-21,0.066
2020-02-22,0.066
2020-02-23,0.066
2020-02-24,0.066
2020-02-25,0.066
2020-02-26,0.066
2020-02-27,0.066
2020-02-28,0.066
2020-02-29,0.066
2020-03-01,0.058
2020-03-02,0.058
2020-03-03,0.058
2020-03-04,0.058
2020-03-05,0.058
2020-03-06,0.058
2020-03-07,0.058
2020-03-08,0.058
2020-03-09,0.058
2020-03-10,0.058
2020-03-11,0.058
2020-03-12,0.058
2020-03-13,0.058
2020-03-14,0.058
2020-03-15,0.058
2020-03-16,0.058
2020-03-17,0.058
2020-03-18,0.058
2020-03-19,0.058
2020-03-20,0.058
2020-03-21,0.058
2020-03-22,0.058
2020-03-23,0.058
2020-03-24,0.058
2020-03-25,0.058
2020-03-26,0.058
2020-03-27,0.058
2020-03-28,0.058
2020-03-29,0.058
2020-03-30,0.058
2020-03-31,0.058
2020-04-01,0.072
2020-04-02,0.072
2020-04-03,0.072
2020-04-04,0.072
2020-04-05,0.072
2020-04-06,0.072
2020-04-07,0.072
2020-04-08,0.072
2020-04-09,0.072
2020-04-10,0.072
2020-04-11,0.072
2020-04-12,0.072
2020-04-13,0.072
2020-04-14,0.072
2020-04-15,0.072
2020-04-16,0.072
2020-04-17,0.072
2020-04-18,0.072
2020-04-19,0.072
2020-04-20,0.072
2020-04-21,0.072
2020-04-22,0.072
2020-04-23,0.072
2020-04-24,0.072
2020-04-25,0.072
2020-04-26,0.072
2020-04-27,0.072
2020-04-28,0.072
2020-04-29,0.072
2020-04-30,0.072
2020-05-01,0.063
2020-05-02,0.063
2020-05-03,0.063
2020-05-04,0.063
2020-05-05,0.063
2020-05-06,0.063
2020-05-07,0.063
2020-05-08,0.063
2020-05-09,0.063
2020-05-10,0.063
2020-05-11,0.063
2020-05-12,0.063
2020-05-13,0.063
2020-05-14,0.063
2020-05-15,0.063
2020-05-16,0.063
2020-05-17,0.063
2020-05-18,0.063
2020-05-19,0.063
2020-05-20,0.063
2020-05-21,0.063
2020-05-22,0.063
2020-05-23,0.063
2020-05-24,0.063
2020-05-25,0.063
2020-05-26,0.063
2020-05-27,0.063
2020-05-28,0.063
2020-05-29,0.063
2020-05-30,0.063
2020-05-31,0.063
2020-06-01,0.062
2020-06-02,0.062
2020-06-03,0.062
2020-06-04,0.062
2020-06-05,0.062
2020-06-06,0.062
2020-06-07,0.062
2020-06-08,0.062
2020-06-09,0.062
2020-06-10,0.062
2020-06-11,0.062
2020-06-12,0.062
2020-06-13,0.062
2020-06-14,0.062
2020-06-15,0.062
2020-06-16,0.062
2020-06-17,0.062
2020-06-18,0.062
2020-06-19,0.062
2020-06-20,0.062
2020-06-21,0.062
2020-06-22,0.062
2020-06-23,0.062
2020-06-24,0.062
2020-06-25,0.062
2020-06-26,0.062
2020-06-27,0.062
2020-06-28,0.062
2020-06-29,0.062
2020-06-30,0.062
2020-07-01,0.067
2020-07-02,0.067
2020-07-03,0.067
2020-07-04,0.067
2020-07-05,0.067
2020-07-06,0.067
2020-07-07,0.067
2020-07-08,0.067
2020-07-09,0.067
2020-07-10,0.067
2020-07-11,0.067
2020-07-12,0.067
2020-07-13,0.067
2020-07-14,0.067
2020-07-15,0.067
2020-07-16,0.067
2020-07-17,0.067
2020-07-18,0.067
2020-07-19,0.067
2020-07-20,0.067
2020-07-21,0.067
2020-07-22,0.067
2020-07-23,0.067
2020-07-24,0.067
2020-07-25,0.067
2020-07-26,0.067
2020-07-27,0.067
2020-07-28,0.067
2020-07-29,0.067
2020-07-30,0.067
2020-07-31,0.067
2020-08-01,0.067
2020-08-02,0.067
2020-08-03,0.067
2020-08-04,0.067
2020-08-05,0.067
2020-08-06,0.067
2020-08-07,0.067
2020-08-08,0.067
2020-08-09,0.067
2020-08-10,0.067
2020-08-11,0.067
2020-08-12,0.067
2020-08-13,0.067
2020-08-14,0.067
2020-08-15,0.067
2020-08-16,0.067
2020-08-17,0.067
2020-08-18,0.067
2020-08-19,0.067
2020-08-20,0.067
2020-08-21,0.067
2020-08-22,0.067
2020-08-23,0.067
2020-08-24,0.067
2020-08-25,0.067
2020-08-26,0.067
2020-08-27,0.067
2020-08-28,0.067
2020-08-29,0.067
2020-08-30,0.067
2020-08-31,0.067
2020-09-01,0.073
2020-09-02,0.073
2020-09-03,0.073
2020-09-04,0.073
2020-09-05,0.073
2020-09-06,0.073
2020-09-07,0.073
2020-09-08,0.073
2020-09-09,0.073
2020-09-10,0.073
2020-09-11,0.073
2020-09-12,0.073
2020-09-13,0.073
2020-09-14,0.073
2020-09-15,0.073
2020-09-16,0.073
2020-09-17,0.073
2020-09-18,0.073
2020-09-19,0.073
2020-09-20,0.073
2020-09-21,0.073
2020-09-22,0.073
2020-09-23,0.073
2020-09-24,0.073
2020-09-25,0.073
2020-09-26,0.073
2020-09-27,0.073
2020-09-28,0.073
2020-09-29,0.073
2020-09-30,0.073
2020-10-01,0.076
2020-10-02,0.076
2020-10-03,0.076
2020-10-04,0.076
2020-10-05,0.076
2020-10-06,0.076
2020-10-07,0.076
2020-10-08,0.076
2020-10-09,0.076
2020-10-10,0.076
2020-10-11,0.076
2020-10-12,0.076
2020-10-13,0.076
2020-10-14,0.076
2020-10-15,0.076
2020-10-16,0.076
2020-10-17,0.076
2020-10-18,0.076
2020-10-19,0.076
2020-10-20,0.076
2020-10-21,0.076
2020-10-22,0.076
2020-10-23,0.076
2020-10-24,0.076
2020-10-25,0.076
2020-10-26,0.076
2020-10-27,0.076
2020-10-28,0.076
2020-10-29,0.076
2020-10-30,0.076
2020-10-31,0.076
2020-11-01,0.069
2020-11-02,0.069
2020-11-03,0.069
2020-11-04,0.069
2020-11-05,0.069
2020-11-06,0.069
2020-11-07,0.069
2020-11-08,0.069
2020-11-09,0.069
2020-11-10,0.069
2020-11-11,0.069
2020-11-12,0.069
2020-11-13,0.069
2020-11-14,0.069
2020-11-15,0.069
2020-11-16,0.069
2020-11-17,0.069
2020-11-18,0.069
2020-11-19,0.069
2020-11-20,0.069
2020-11-21,0.069
2020-11-22,0.069
2020-11-23,0.069
2020-11-24,0.069
2020-11-25,0.069
2020-11-26,0.069
2020-11-27,0.069
2020-11-28,0.069
2020-11-29,0.069
2020-11-30,0.069
2020-12-01,0.046
2020-12-02,0.046
2020-12-03,0.046
2020-12-04,0.046
2020-12-05,0.046
2020-12-06,0.046
2020-12-07,0.046
2020-12-08,0.046
2020-12-09,0.046
2020-12-10,0.046
2020-12-11,0.046
2020-12-12,0.046
2020-12-13,0.046
2020-12-14,0.046
2020-12-15,0.046
2020-12-16,0.046
2020-12-17,0.046
2020-12-18,0.046
2020-12-19,0.046
2020-12-20,0.046
2020-12-21,0.046
2020-12-22,0.046
2020-12-23,0.046
2020-12-24,0.046
2020-12-25,0.046
2020-12-26,0.046
2020-12-27,0.046
2020-12-28,0.046
2020-12-29,0.046
2020-12-30,0.046
2020-12-31,0.046
2021-01-01,0.041
2021-01-02,0.041
2021-01-03,0.041
2021-01-04,0.041
2021-01-05,0.041
2021-01-06,0.041
2021-01-07,0.041
2021-01-08,0.041
2021-01-09,0.041
2021-01-10,0.041
2021-01-11,0.041
2021-01-12,0.041
2021-01-13,0.041
2021-01-14,0.041
2021-01-15,0.041
2021-01-16,0.041
2021-01-17,0.041
2021-01-18,0.041
2021-01-19,0.041
2021-01-20,0.041
2021-01-21,0.041
2021-01-22,0.041
2021-01-23,0.041
2021-01-24,0.041
2021-01-25,0.041
2021-01-26,0.041
2021-01-27,0.041
2021-01-28,0.041
2021-01-29,0.041
2021-01-30,0.041
2021-01-31,0.041
2021-02-01,0.05
2021-02-02,0.05
2021-02-03,0.05
2021-02-04,0.05
2021-02-05,0.05
2021-02-06,0.05
2021-02-07,0.05
2021-02-08,0.05
2021-02-09,0.05
2021-02-10,0.05
2021-02-11,0.05
2021-02-12,0.05
2021-02-13,0.05
2021-02-14,0.05
2021-02-15,0.05
2021-02-16,0.05
2021-02-17,0.05
2021-02-18,0.05
2021-02-19,0.05
2021-02-20,0.05
2021-02-21,0.05
2021-02-22,0.05
2021-02-23,0.05
2021-02-24,0.05
2021-02-25,0.05
2021-02-26,0.05
2021-02-27,0.05
2021-02-28,0.05
2021-03-01,0.055
2021-03-02,0.055
2021-03-03,0.055
2021-03-04,0.055
2021-03-05,0.055
2021-03-06,0.055
2021-03-07,0.055
2021-03-08,0.055
2021-03-09,0.055
2021-03-10,0.055
2021-03-11,0.055
2021-03-12,0.055
2021-03-13,0.055
2021-03-14,0.055
2021-03-15,0.055
2021-03-16,0.055
2021-03-17,0.055
2021-03-18,0.055
2021-03-19,0.055
2021-03-20,0.055
2021-03-21,0.055
2021-03-22,0.055
2021-03-23,0.055
2021-03-24,0.055
2021-03-25,0.055
2021-03-26,0.055
2021-03-27,0.055
2021-03-28,0.055
2021-03-29,0.055
2021-03-30,0.055
2021-03-31,0.055
2021-04-01,0.042
2021-04-02,0.042
2021-04-03,0.042
2021-04-04,0.042
2021-04-05,0.042
2021-04-06,0.042
2021-04-07,0.042
2021-04-08,0.042
2021-04-09,0.042
2021-04-10,0.042
2021-04-11,0.042
2021-04-12,0.042
2021-04-13,0.042
2021-04-14,0.042
2021-04-15,0.042
2021-04-16,0.042
2021-04-17,0.042
2021-04-18,0.042
2021-04-19,0.042
2021-04-20,0.042
2021-04-21,0.042
2021-04-22,0.042
2021-04-23,0.042
2021-04-24,0.042
2021-04-25,0.042
2021-04-26,0.042
2021-04-27,0.042
2021-04-28,0.042
2021-04-29,0.042
2021-04-30,0.042
2021-05-01,0.063
2021-05-02,0.063
2021-05-03,0.063
2021-05-04,0.063
2021-05-05,0.063
2021-05-06,0.063
2021-05-07,0.063
2021-05-08,0.063
2021-05-09,0.063
2021-05-10,0.063
2021-05-11,0.063
2021-05-12,0.063
2021-05-13,0.063
2021-05-14,0.063
2021-05-15,0.063
2021-05-16,0.063
2021-05-17,0.063
2021-05-18,0.063
2021-05-19,0.063
2021-05-20,0.063
2021-05-21,0.063
2021-05-22,0.063
2021-05-23,0.063
2021-05-24,0.063
2021-05-25,0.063
2021-05-26,0.063
2021-05-27,0.063
2021-05-28,0.063
2021-05-29,0.063
2021-05-30,0.063
2021-05-31,0.063
2021-06-01,0.063
2021-06-02,0.063
2021-06-03,0.063
2021-06-04,0.063
2021-06-05,0.063
2021-06-06,0.063
2021-06-07,0.063
2021-06-08,0.063
2021-06-09,0.063
2021-06-10,0.063
2021-06-11,0.063
2021-06-12,0.063
2021-06-13,0.063
2021-06-14,0.063
2021-06-15,0.063
2021-06-16,0.063
2021-06-17,0.063
2021-06-18,0.063
2021-06-19,0.063
2021-06-20,0.063
2021-06-21,0.063
2021-06-22,0.063
2021-06-23,0.063
2021-06-24,0.063
2021-06-25,0.063
2021-06-26,0.063
2021-06-27,0.063
2021-06-28,0.063
2021-06-29,0.063
2021-06-30,0.063
2021-07-01,0.056
2021-07-02,0.056
2021-07-03,0.056
2021-07-04,0.056
2021-07-05,0.056
2021-07-06,0.056
2021-07-07,0.056
2021-07-08,0.056
2021-07-09,0.056
2021-07-10,0.056
2021-07-11,0.056
2021-07-12,0.056
2021-07-13,0.056
2021-07-14,0.056
2021-07-15,0.056
2021-07-16,0.056
2021-07-17,0.056
2021-07-18,0.056
2021-07-19,0.056
2021-07-20,0.056
2021-07-21,0.056
2021-07-22,0.056
2021-07-23,0.056
2021-07-24,0.056
2021-07-25,0.056
2021-07-26,0.056
2021-07-27,0.056
2021-07-28,0.056
2021-07-29,0.056
2021-07-30,0.056
2021-07-31,0.056
2021-08-01,0.053
2021-08-02,0.053
2021-08-03,0.053
2021-08-04,0.053
2021-08-05,0.053
2021-08-06,0.053
2021-08-07,0.053
2021-08-08,0.053
2021-08-09,0.053
2021-08-10,0.053
2021-08-11,0.053
2021-08-12,0.053
2021-08-13,0.053
2021-08-14,0.053
2021-08-15,0.053
2021-08-16,0.053
2021-08-17,0.053
2021-08-18,0.053
2021-08-19,0.053
2021-08-20,0.053
2021-08-21,0.053
2021-08-22,0.053
2021-08-23,0.053
2021-08-24,0.053
2021-08-25,0.053
2021-08-26,0.053
2021-08-27,0.053
2021-08-28,0.053
2021-08-29,0.053
2021-08-30,0.053
2021-08-31,0.053
2021-09-01,0.043
2021-09-02,0.043
2021-09-03,0.043
2021-09-04,0.043
2021-09-05,0.043
2021-09-06,0.043
2021-09-07,0.043
2021-09-08,0.043
2021-09-09,0.043
2021-09-10,0.043
2021-09-11,0.043
2021-09-12,0.043
2021-09-13,0.043
2021-09-14,0.043
2021-09-15,0.043
2021-09-16,0.043
2021-09-17,0.043
2021-09-18,0.043
2021-09-19,0.043
2021-09-20,0.043
2021-09-21,0.043
2021-09-22,0.043
2021-09-23,0.043
2021-09-24,0.043
2021-09-25,0.043
2021-09-26,0.043
2021-09-27,0.043
2021-09-28,0.043
2021-09-29,0.043
2021-09-30,0.043
2021-10-01,0.045
2021-10-02,0.045
2021-10-03,0.045
2021-10-04,0.045
2021-10-05,0.045
2021-10-06,0.045
2021-10-07,0.045
2021-10-08,0.045
2021-10-09,0.045
2021-10-10,0.045
2021-10-11,0.045
2021-10-12,0.045
2021-10-13,0.045
2021-10-14,0.045
2021-10-15,0.045
2021-10-16,0.045
2021-10-17,0.045
2021-10-18,0.045
2021-10-19,0.045
2021-10-20,0.045
2021-10-21,0.045
2021-10-22,0.045
2021-10-23,0.045
2021-10-24,0.045
2021-10-25,0.045
2021-10-26,0.045
2021-10-27,0.045
2021-10-28,0.045
2021-10-29,0.045
2021-10-30,0.045
2021-10-31,0.045
2021-11-01,0.049
2021-11-02,0.049
2021-11-03,0.049
2021-11-04,0.049
2021-11-05,0.049
2021-11-06,0.049
2021-11-07,0.049
2021-11-08,0.049
2021-11-09,0.049
2021-11-10,0.049
2021-11-11,0.049
2021-11-12,0.049
2021-11-13,0.049
2021-11-14,0.049
2021-11-15,0.049
2021-11-16,0.049
2021-11-17,0.049
2021-11-18,0.049
2021-11-19,0.049
2021-11-20,0.049
2021-11-21,0.049
2021-11-22,0.049
2021-11-23,0.049
2021-11-24,0.049
2021-11-25,0.049
2021-11-26,0.049
2021-11-27,0.049
2021-11-28,0.049
2021-11-29,0.049
2021-11-30,0.049
2021-12-01,0.057
2021-12-02,0.057
2021-12-03,0.057
2021-12-04,0.057
2021-12-05,0.057
2021-12-06,0.057
2021-12-07,0.057
2021-12-08,0.057
2021-12-09,0.057
2021-12-10,0.057
2021-12-11,0.057
2021-12-12,0.057
2021-12-13,0.057
2021-12-14,0.057
2021-12-15,0.057
2021-12-16,0.057
2021-12-17,0.057
2021-12-18,0.057
2021-12-19,0.057
2021-12-20,0.057
2021-12-21,0.057
2021-12-22,0.057
2021-12-23,0.057
2021-12-24,0.057
2021-12-25,0.057
2021-12-26,0.057
2021-12-27,0.057
2021-12-28,0.057
2021-12-29,0.057
2021-12-30,0.057
2021-12-31,0.057
2022-01-01,0.06
2022-01-02,0.06
2022-01-03,0.06
2022-01-04,0.06
2022-01-05,0.06
2022-01-06,0.06
2022-01-07,0.06
2022-01-08,0.06
2022-01-09,0.06
2022-01-10,0.06
2022-01-11,0.06
2022-01-12,0.06
2022-01-13,0.06
2022-01-14,0.06
2022-01-15,0.06
2022-01-16,0.06
2022-01-17,0.06
2022-01-18,0.06
2022-01-19,0.06
2022-01-20,0.06
2022-01-21,0.06
2022-01-22,0.06
2022-01-23,0.06
2022-01-24,0.06
2022-01-25,0.06
2022-01-26,0.06
2022-01-27,0.06
2022-01-28,0.06
2022-01-29,0.06
2022-01-30,0.06
2022-01-31,0.06
2022-02-01,0.061
2022-02-02,0.061
2022-02-03,0.061
2022-02-04,0.061
2022-02-05,0.061
2022-02-06,0.061
2022-02-07,0.061
2022-02-08,0.061
2022-02-09,0.061
2022-02-10,0.061
2022-02-11,0.061
2022-02-12,0.061
2022-02-13,0.061
2022-02-14,0.061
2022-02-15,0.061
2022-02-16,0.061
2022-02-17,0.061
2022-02-18,0.061
2022-02-19,0.061
2022-02-20,0.061
2022-02-21,0.061
2022-02-22,0.061
2022-02-23,0.061
2022-02-24,0.061
2022-02-25,0.061
2022-02-26,0.061
2022-02-27,0.061
2022-02-28,0.061
2022-03-01,0.07
2022-03-02,0.07
2022-03-03,0.07
2022-03-04,0.07
2022-03-05,0.07
2022-03-06,0.07
2022-03-07,0.07
2022-03-08,0.07
2022-03-09,0.07
2022-03-10,0.07
2022-03-11,0.07
2022-03-12,0.07
2022-03-13,0.07
2022-03-14,0.07
2022-03-15,0.07
2022-03-16,0.07
2022-03-17,0.07
2022-03-18,0.07
2022-03-19,0.07
2022-03-20,0.07
2022-03-21,0.07
2022-03-22,0.07
2022-03-23,0.07
2022-03-24,0.07
2022-03-25,0.07
2022-03-26,0.07
2022-03-27,0.07
2022-03-28,0.07
2022-03-29,0.07
2022-03-30,0.07
2022-03-31,0.07
2022-04-01,0.078
2022-04-02,0.078
2022-04-03,0.078
2022-04-04,0.078
2022-04-05,0.078
2022-04-06,0.078
2022-04-07,0.078
2022-04-08,0.078
2022-04-09,0.078
2022-04-10,0.078
2022-04-11,0.078
2022-04-12,0.078
2022-04-13,0.078
2022-04-14,0.078
2022-04-15,0.078
2022-04-16,0.078
2022-04-17,0.078
2022-04-18,0.078
2022-04-19,0.078
2022-04-20,0.078
2022-04-21,0.078
2022-04-22,0.078
2022-04-23,0.078
2022-04-24,0.078
2022-04-25,0.078
2022-04-26,0.078
2022-04-27,0.078
2022-04-28,0.078
2022-04-29,0.078
2022-04-30,0.078
2022-05-01,0.07
2022-05-02,0.07
2022-05-03,0.07
2022-05-04,0.07
2022-05-05,0.07
2022-05-06,0.07
2022-05-07,0.07
2022-05-08,0.07
2022-05-09,0.07
2022-05-10,0.07
2022-05-11,0.07
2022-05-12,0.07
2022-05-13,0.07
2022-05-14,0.07
2022-05-15,0.07
2022-05-16,0.07
2022-05-17,0.07
2022-05-18,0.07
2022-05-19,0.07
2022-05-20,0.07
2022-05-21,0.07
2022-05-22,0.07
2022-05-23,0.07
2022-05-24,0.07
2022-05-25,0.07
2022-05-26,0.07
2022-05-27,0.07
2022-05-28,0.07
2022-05-29,0.07
2022-05-30,0.07
2022-05-31,0.07
2022-06-01,0.07
2022-06-02,0.07
2022-06-03,0.07
2022-06-04,0.07
2022-06-05,0.07
2022-06-06,0.07
2022-06-07,0.07
2022-06-08,0.07
2022-06-09,0.07
2022-06-10,0.07
2022-06-11,0.07
2022-06-12,0.07
2022-06-13,0.07
2022-06-14,0.07
2022-06-15,0.07
2022-06-16,0.07
2022-06-17,0.07
2022-06-18,0.07
2022-06-19,0.07
2022-06-20,0.07
2022-06-21,0.07
2022-06-22,0.07
2022-06-23,0.07
2022-06-24,0.07
